,id,name,등록년월,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,정격출력,[커넥터]케이블연결,제품 분류,review_size,review_mean,review_count,final_score,Test,Rank
151,16489511,리안리 SP750 80PLUS GOLD (WHITE),2022년 02월,https://img.danawa.com/prod_img/500000/511/489/img/16489511_1.jpg?shrink=330:330&_v=20220603090931,178880.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=998&cate4=0&pcode=16489511&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P6380224713&package=0&setpc=0&r=16678780726578,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,(4),리안리 ( 제조사 웹사이트 바로가기),750W,풀모듈러,M-ATX(SFX) 파워,13,-0.46,17,20.57851436965124,0.29534883720930233,152
152,12400646,쿨러마스터 MWE 600 BRONZE V2 230V,2020년 10월,https://img.danawa.com/prod_img/500000/646/400/img/12400646_1.jpg?shrink=330:330&_v=20210107134751,57000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=12400646&cmpnyc=TV7150&safe_trade=4&fee_type=N&link_pcode=6906898472&package=0&setpc=0&r=16678771811378,제이알기어,,4.7,(36),쿨러마스터 ( 제조사 웹사이트 바로가기),600W,케이블일체형,ATX 파워,4,0.25,40,13.866526827737312,0.2905263157894737,153
153,7020658,스카이디지탈 파워스테이션5 PS5-500EV 80PLUS Standard,2019년 01월,https://img.danawa.com/prod_img/500000/658/020/img/7020658_1.jpg?shrink=330:330&_v=20210127181331,42000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=7020658&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4865364564&package=0&setpc=0&r=16678784973626,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.9,(57),스카이디지탈 ( 제조사 웹사이트 바로가기),500W,케이블일체형,ATX 파워,3,0.0,60,14.498199033705855,0.28914285714285715,154
154,9363813,쿨러마스터 MWE 700 WHITE 230V V2,2019년 08월,https://img.danawa.com/prod_img/500000/813/363/img/9363813_1.jpg?shrink=330:330&_v=20211025092817,57000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=9363813&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B733272961&package=0&setpc=0&r=16678792707848,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(61),쿨러마스터 ( 제조사 웹사이트 바로가기),700W,케이블일체형,ATX 파워,4,0.0,65,20.88522550647151,0.2889824561403509,155
155,7837402,마이크로닉스 COOLMAX ELITE 600W +12V Single Rail,2019년 05월,https://img.danawa.com/prod_img/500000/402/837/img/7837402_1.jpg?shrink=330:330&_v=20210623095501,42500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=7837402&cmpnyc=TN729&safe_trade=4&fee_type=T&link_pcode=1308638765_1308638765&package=0&setpc=0&r=16678779742360,위메프,https://img.danawa.com/cmpny_info/images/TN729_logo.gif,4.8,(31),마이크로닉스 ( 제조사 웹사이트 바로가기),600W,케이블일체형,ATX 파워,3,-0.33,34,15.907134615444209,0.28856470588235295,156
156,6216877,잘만 EcoMax 600W,2018년 06월,https://img.danawa.com/prod_img/500000/877/216/img/6216877_1.jpg?shrink=330:330&_v=20210118180229,42750.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=6216877&cmpnyc=PU502&safe_trade=4&fee_type=A&link_pcode=5525232873&package=0&setpc=0&r=16678774449251,요피씨,https://img.danawa.com/cmpny_info/images/PU502_logo.gif,4.7,"(1,458)",잘만,600W,케이블일체형,ATX 파워,3,0.0,1461,40.04338896035407,0.28743859649122805,157
157,8107354,EVGA 500 W2 80PLUS Standard 230V EU,2019년 06월,https://img.danawa.com/prod_img/500000/354/107/img/8107354_1.jpg?shrink=330:330&_v=20220708123601,42990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=8107354&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1741944386&package=0&setpc=0&r=16678791322948,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.9,(16),EVGA ( 제조사 웹사이트 바로가기),500W,케이블일체형,ATX 파워,3,0.0,19,11.50372139189924,0.285973482205164,158
158,10040568,오존컴퍼니 VIPER DC to DC 150W 12V/10A 120W 어댑터 포함,2019년 12월,https://img.danawa.com/prod_img/500000/568/040/img/10040568_1.jpg?shrink=330:330&_v=20201007112656,58850.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=14320&cate4=0&pcode=10040568&cmpnyc=PR50B&safe_trade=4&fee_type=A&link_pcode=5565667864&package=0&setpc=0&r=16678807935295,엔코퍼레이션,https://img.danawa.com/cmpny_info/images/PR50B_logo.gif,5.0,(1),오존컴퍼니 ( 제조사 웹사이트 바로가기),150W,,DC to DC,4,0.0,5,18.942598388305058,0.28261682242990654,159
159,12257255,FSP HYDRO PTM PRO 1000W 80PLUS PLATINUM Full Modular,2020년 09월,https://img.danawa.com/prod_img/500000/255/257/img/12257255_1.jpg?shrink=330:330&_v=20210106161546,267000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=12257255&cmpnyc=TSC166&safe_trade=4&fee_type=N&link_pcode=5116404301&package=0&setpc=0&r=16678777112218,린드스토어,,4.8,(19),FSP ( 제조사 웹사이트 바로가기),1000W,풀모듈러,ATX 파워,18,-0.06,37,12.476430678880265,0.2784269662921348,160
160,7017391,마이크로닉스 COOLMAX TAURUS 600W 80Plus Bronze 230V EU,2019년 01월,https://img.danawa.com/prod_img/500000/391/017/img/7017391_1.jpg?shrink=330:330&_v=20220119125437,58500.0,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PS81A&productSeq=7017391&serviceId=blog&marketPlaceSeq=33,요피씨,https://img.danawa.com/cmpny_info/images/PS81A_logo.gif,4.8,(30),마이크로닉스 ( 제조사 웹사이트 바로가기),600W,케이블일체형,ATX 파워,4,-0.5,34,14.106942663625944,0.2767863247863248,161
