,id,name,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,내구성/소음작업부하량,A/S 정보2년,KC인증적합성평가인증,KC인증안전확인인증,내구성/소음소음(유휴/탐색),부가기능헬륨충전,부가기능RV센서,내구성/소음사용보증,A/S 정보5년,A/S 정보데이터 복구 3년,부가기능DSA,부가기능S.M.A.R.T 지원,A/S 정보3년,부가기능저전력,부가기능ISE,부가기능SED,A/S 정보데이터 복구 2년,A/S 정보1년,review_size,review_mean,review_count,final_score,Test,Rank
51,4897498,HGST Deskstar NAS 패키지 7200/128M HDN726040ALE614 (4TB),https://img.danawa.com/prod_img/500000/498/897/img/4897498_1.jpg?shrink=330:330&_v=20211019135023,178990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=4897498&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B507888091&package=0&setpc=0&r=16678754594821,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,(366),HGST,2017년 02월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 202MB/s,,플래터 5장,26.1mm,,,MSIP-REM-HGJ-US7SAK600 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,○,100만시간,,,○,○,○,,○,○,,,2,0.0,368,15.5500892876849,0.045298620034638803,52
52,2769049,"Western Digital WD PURPLE 5400/64M (WD20PURX, 2TB)",https://img.danawa.com/prod_img/500000/049/769/img/2769049_1.jpg?shrink=330:330&_v=20200528104839,95500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=2769049&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2315341832&package=0&setpc=0&r=16678751598104,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(120),Western Digital WD,2014년 08월,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,,CMR(PMR),,26.1mm,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,○,○,,,,,1,-1.0,121,16.098994396921157,0.04301570680628272,53
53,12068405,"Western Digital WD Ultrastar DC HC550 7200/512M (WUH721818ALE6L4, 18TB)",https://img.danawa.com/prod_img/500000/405/068/img/12068405_1.jpg?shrink=330:330&_v=20200821160712,769000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068405&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3662272095&package=0&setpc=0&r=16678752994131,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(23),Western Digital ( 제조사 웹사이트 바로가기),2020년 08월,HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,○,○,250만시간,○,,○,○,,,,,,,8,0.38,31,17.773294184199138,0.04286085825747724,54
54,5378051,"HGST Travelstar Z5K1 5400/128M/노트북용 (HTS541010B7E610, 1TB)",https://img.danawa.com/prod_img/500000/051/378/img/5378051_1.jpg?shrink=330:330&_v=20200528112537,98280.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=5378051&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1231736830&package=0&setpc=0&r=16678756114204,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,(122),HGST,2017년 08월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 130MB/s,SMR(PMR),,7mm,,,MSIP-REM-WDT-0066 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,19/21dB,,,,,,,,,,,,,,1,0.0,123,17.68776112073992,0.04185999185999186,55
55,3491306,"도시바 MC04ACA 7200/128M (MC04ACA600, 6TB)",https://img.danawa.com/prod_img/500000/306/491/img/3491306_1.jpg?shrink=330:330&_v=20200528132321,309000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=3491306&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P5023588387&package=0&setpc=0&r=16678762146180,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,(6),도시바,2015년 10월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,최대 170MB/s,확인요망(PMR),,26.1mm,180 TB/Y,,MSIP-REM-TSD-MG04ACP500E 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,○,80만시간,,,,,○,○,,,,,3,0.33,9,14.927250433549066,0.040097087378640775,56
56,6521080,"Western Digital WD RED 5400/256M (WD80EFAX, 8TB)",https://img.danawa.com/prod_img/500000/080/521/img/6521080_1.jpg?shrink=330:330&_v=20210817163925,319000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6521080&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=I5195013252&package=0&setpc=0&r=16678753558653,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,(56),Western Digital WD,2018년 10월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,최대 198MB/s,CMR(PMR),,26.1mm,180 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,27/29dB,,,100만시간,,,,,○,,,,,,3,0.67,59,12.971014475143924,0.03889655172413793,57
57,1733057,"Western Digital WD RED 5400/64M (WD20EFRX, 2TB)",https://img.danawa.com/prod_img/500000/057/733/img/1733057_1.jpg?shrink=330:330&_v=20200528105320,110000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=1733057&cmpnyc=TS7119&safe_trade=4&fee_type=N&link_pcode=4539114301&package=0&setpc=0&r=16678750738885,지니어스피씨,,4.7,(120),Western Digital WD,2012년 07월,HDD (NAS용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,CMR(PMR),,26.1mm,180 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/24dB,,,100만시간,,,,,○,,,,,,1,-1.0,121,18.07261811080544,0.03721818181818182,58
58,2222363,Seagate Desktop SSHD 8G/64M (ST1000DX001. 1TB),https://img.danawa.com/prod_img/500000/363/222/img/2222363_1.jpg?shrink=330:330&_v=20200528184356,125580.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=2222363&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B210562454&package=0&setpc=0&r=16678757026036,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(33),Seagate,2013년 09월,SSHD (PC용),8.9cm(3.5인치),1TB,SATA3(6Gb/s),,메모리 64MB,,,플래터 1장,20mm,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,1,-1.0,34,11.959552281257654,0.03277591973244147,59
59,10445247,Western Digital Ultrastar DC HC330 패키지 7200/256M WUS721010ALE6L4 (10TB),https://img.danawa.com/prod_img/500000/247/445/img/10445247_1.jpg?shrink=330:330&_v=20211019133510,409000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=10445247&cmpnyc=TT52EE&safe_trade=4&fee_type=N&link_pcode=4938038294&package=0&setpc=0&r=16678751743619,에이저,,4.5,(17),Western Digital ( 제조사 웹사이트 바로가기),2020년 01월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 262MB/s,CMR(PMR),플래터 6장,26.1mm,550 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,34/38dB,,○,200만시간,,,○,○,○,○,○,○,,,3,0.33,20,17.033287800283752,0.029706601466992666,60
60,1733058,"Western Digital WD RED 5400/64M (WD30EFRX, 3TB)",https://img.danawa.com/prod_img/500000/058/733/img/1733058_1.jpg?shrink=330:330&_v=20200528105320,144530.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=1733058&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=I5140967926&package=0&setpc=0&r=16678750693418,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,(161),Western Digital WD,2012년 07월,HDD (NAS용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,CMR(PMR),,26.1mm,180 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/24dB,,,100만시간,,,,,○,,,,,,1,0.0,162,18.098188510407315,0.028326299038261952,61
61,7297303,"Western Digital Ultrastar DC HC520 7200/256M (HUH721212ALE600, 12TB)",https://img.danawa.com/prod_img/500000/303/297/img/7297303_1.jpg?shrink=330:330&_v=20200528110755,499000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7297303&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P6059726264&package=0&setpc=0&r=16678751086032,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.9,(10),Western Digital ( 제조사 웹사이트 바로가기),2019년 02월,HDD (기업용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 8장,26.1mm,,,MSIP-REM-HGJ-US7SAM120 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/36dB,○,○,250만시간,○,,,○,,,,,,,3,0.67,13,15.423336855057032,0.024396793587174347,62
62,1240393,"Seagate BarraCuda Green 5900/64M (ST2000DL003, 2TB)",https://img.danawa.com/prod_img/500000/393/240/img/1240393_1.jpg?shrink=330:330&_v=20200528093636,174720.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1240393&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=1196032260&package=0&setpc=0&r=16678758592524,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,5.0,(1),Seagate,2010년 11월,HDD (PC용),8.9cm(3.5인치),2TB 이상,SATA3(6Gb/s),"5,900RPM",메모리 64MB,,,플래터 3장,26.1mm,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,○,,,,,1,0.0,2,16.022512128517164,0.023637820512820512,63
63,12068615,Western Digital WD Ultrastar DC HC550 패키지 7200/512M WUH721818ALE6L4 (18TB),https://img.danawa.com/prod_img/500000/615/068/img/12068615_1.jpg?shrink=330:330&_v=20211019130555,699000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068615&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C378114868&package=0&setpc=0&r=16678750503966,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.9,(40),Western Digital ( 제조사 웹사이트 바로가기),2020년 08월,HDD (NAS용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 269MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20dB,○,○,250만시간,,,○,○,○,,,,,,4,0.75,44,13.71168001015702,0.02357653791130186,64
64,2823758,"Seagate Laptop HDD 5400/32M/노트북용 (ST2000LM003, 2TB)",https://img.danawa.com/prod_img/500000/758/823/img/2823758_1.jpg?shrink=330:330&_v=20200528173411,176000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=2823758&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=1512840301&package=0&setpc=0&r=16678763969936,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,(73),Seagate,2014년 10월,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 32MB,,,,9.5mm,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,1,-1.0,74,16.12983432819141,0.023454545454545454,65
65,9350160,"Seagate IronWolf Pro 7200/256M (ST16000NE000, 16TB)",https://img.danawa.com/prod_img/500000/160/350/img/9350160_1.jpg?shrink=330:330&_v=20220629140555,749000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9350160&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7756486064&package=0&setpc=0&r=16678748408563,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.5,(14),Seagate,2019년 08월,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,CMR(PMR),플래터 9장,26.11mm,300 TB/Y,,R-R-STX-STL008 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,28/32dB,○,○,120만시간,○,○,,,,,,,,,4,0.5,18,15.842325685966951,0.021991989319092124,66
66,4590635,"Seagate FireCuda SSHD 7200/64M (ST2000DX002, 2TB)",https://img.danawa.com/prod_img/500000/635/590/img/4590635_1.jpg?shrink=330:330&_v=20200528101236,189280.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=4590635&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B381752579&package=0&setpc=0&r=16678754996090,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,(58),Seagate,2016년 10월,SSHD (PC용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 64MB,최대 210MB/s,,플래터 2장,26.1mm,,,MSIP-REM-STX-SDC001 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,24/26dB,,,,○,,,,,,,,,,1,0.0,59,13.810870554220124,0.021830092983939137,67
67,7080283,"Western Digital Ultrastar DC HC530 7200/512M (WUH721414ALE6L4, 14TB)",https://img.danawa.com/prod_img/500000/283/080/img/7080283_1.jpg?shrink=330:330&_v=20200528110800,589000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7080283&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C492289642&package=0&setpc=0&r=16678754075973,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,5.0,(17),Western Digital,2019년 01월,HDD (기업용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 267MB/s,CMR(PMR),플래터 8장,26.1mm,,,MSIP-REM-WDT-US7SAP140 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/36dB,○,○,250만시간,○,,○,○,,○,,,,,3,0.33,20,15.679311844152862,0.02061799660441426,68
68,5198822,"Western Digital WD RED 5400/256M (WD100EFAX, 10TB)",https://img.danawa.com/prod_img/500000/822/198/img/5198822_1.jpg?shrink=330:330&_v=20210520181502,409000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=5198822&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C322528819&package=0&setpc=0&r=16678753521944,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(19),Western Digital WD,2017년 06월,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,최대 210MB/s,CMR(PMR),,26.1mm,180 TB/Y,,MSIP-REM-HGJ-US7SAL100 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/29dB,,,100만시간,,,,,○,○,,,,,2,0.0,21,11.837021644825995,0.02001955990220049,69
69,6443797,"Western Digital Ultrastar DC HC310 7200/256M (HUS726T4TALA6L4, 4TB)",https://img.danawa.com/prod_img/500000/797/443/img/6443797_1.jpg?shrink=330:330&_v=20200528110802,209000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6443797&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5525235613&package=0&setpc=0&r=16678751862870,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.7,(37),Western Digital,2018년 09월,HDD (기업용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 243MB/s,확인요망(PMR),플래터 4장,26.1mm,,,MSIP-REM-WDT-US7SAN6T0 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,29/36dB,,○,200만시간,○,,○,○,,,,,,,1,0.0,38,10.704408207142148,0.019741626794258373,70
70,7617235,Western Digital Ultrastar DC HC520 패키지 7200/256M HUH721212ALE600 (12TB),https://img.danawa.com/prod_img/500000/235/617/img/7617235_1.jpg?shrink=330:330&_v=20211019104028,458990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617235&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2395503796&package=0&setpc=0&r=16678752187692,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.9,(40),Western Digital ( 제조사 웹사이트 바로가기),2019년 04월,HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 8장,26.1mm,,,MSIP-REM-HGJ-US7SAM120 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/36dB,○,○,250만시간,,,,○,○,,,,,,2,1.0,42,12.90294351733695,0.017769450314821675,71
71,6452004,"Seagate BarraCuda 5400/128M/노트북용 (ST4000LM024, 4TB)",https://img.danawa.com/prod_img/500000/004/452/img/6452004_1.jpg?shrink=330:330&_v=20220629142905,275000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=6452004&cmpnyc=TJ418&safe_trade=4&fee_type=T&link_pcode=0015225867&package=0&setpc=0&r=16678751957018,롯데하이마트,https://img.danawa.com/cmpny_info/images/TJ418_logo.gif,4.4,(5),Seagate,2018년 09월,HDD (노트북용),6.4cm(2.5인치),4TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 140MB/s,,,15mm,,○,MSIP-REM-STX-SKR003 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,26/27dB,,,,,,,,,,,,,,1,0.0,6,15.522699330469209,0.015003636363636363,72
72,6295629,"도시바 X300 7200/256M (HDWR11A, 10TB)",https://img.danawa.com/prod_img/500000/629/295/img/6295629_1.jpg?shrink=330:330&_v=20200528134738,355760.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=6295629&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2221726771&package=0&setpc=0&r=16678750349799,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.9,(26),도시바,2018년 07월,HDD (PC용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,확인요망(PMR),,26.1mm,,○,MSIP-REM-TSD-MG06ACA10TE 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,34dB,,,60만시간,,,○,,,,,,,,1,1.0,27,12.343575038937315,0.011541488644029683,73
73,7617292,Western Digital Ultrastar DC HC530 패키지 7200/512M WUH721414ALE6L4 (14TB),https://img.danawa.com/prod_img/500000/292/617/img/7617292_1.jpg?shrink=330:330&_v=20211019134226,539000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617292&cmpnyc=TT52EE&safe_trade=4&fee_type=N&link_pcode=4938032743&package=0&setpc=0&r=16678751201328,에이저,,4.7,(44),Western Digital,2019년 04월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 267MB/s,CMR(PMR),플래터 8장,26.1mm,,,MSIP-REM-WDT-US7SAP140 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/36dB,○,○,250만시간,,,○,○,○,○,,,,,1,0.0,45,12.913916372828824,0.0075658627087198515,74
74,6456701,"Seagate IronWolf 7200/256M (ST14000VN0008, 14TB)",https://img.danawa.com/prod_img/500000/701/456/img/6456701_1.jpg?shrink=330:330&_v=20220629140147,595000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6456701&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2344893713&package=0&setpc=0&r=16678749369749,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(9),Seagate,2018년 09월,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 210MB/s,,플래터 8장,26.11mm,180 TB/Y,,MSIP-REM-STX-STL004 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,18/26dB,○,○,100만시간,,○,,,○,,,,,,1,-1.0,10,16.62908480531793,0.006934453781512605,75
75,12068387,"Western Digital WD Ultrastar DC HC550 7200/512M (WUH721816ALE6L4, 16TB)",https://img.danawa.com/prod_img/500000/387/068/img/12068387_1.jpg?shrink=330:330&_v=20200821160707,689000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068387&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7436425743&package=0&setpc=0&r=16678753034895,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.7,(4),Western Digital ( 제조사 웹사이트 바로가기),2020년 08월,HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 262MB/s,CMR(PMR),플래터 8장,26.1mm,550 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,○,○,250만시간,○,,○,○,,,,,,,1,0.0,5,16.62005825421401,0.005979680696661829,76
76,9725427,"Seagate Exos X16 7200/256M (ST16000NM001G, 16TB)",https://img.danawa.com/prod_img/500000/427/725/img/9725427_1.jpg?shrink=330:330&_v=20220629145627,1591500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9725427&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1077013670&package=0&setpc=0&r=16678755407458,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,(5),Seagate ( 제조사 웹사이트 바로가기),2019년 10월,HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 261MB/s,,,26.1mm,550 TB/Y,,R-R-STX-STL008 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,○,,250만시간,○,,,,,,,,,,1,1.0,6,13.626980659439134,0.0026000628338045868,77
